idx,predicted,actual,confidence,pct_change,correct,strategy_return
412,BUY,HOLD,0.601,-0.006205854140627245,False,-0.006205854140627245
416,HOLD,BUY,0.989,0.03276225156846405,False,0.0
420,BUY,HOLD,0.641,-0.0007328030246710932,False,-0.0007328030246710932
424,SELL,HOLD,0.692,-0.006833882452970548,False,0.006833882452970548
428,BUY,BUY,0.737,0.038731402113854174,True,0.038731402113854174
432,BUY,HOLD,0.756,0.00376374918869915,False,0.00376374918869915
436,SELL,HOLD,0.969,-0.0030619750594433085,False,0.0030619750594433085
440,BUY,BUY,0.622,0.041019217570350104,True,0.041019217570350104
444,SELL,HOLD,0.856,-0.0004977699248071448,False,0.0004977699248071448
448,SELL,HOLD,0.714,0.0006596262557634845,False,-0.0006596262557634845
452,BUY,HOLD,1.0,-0.0037639830983316105,False,-0.0037639830983316105
456,BUY,HOLD,1.0,-0.011291603255475456,False,-0.011291603255475456
460,SELL,HOLD,0.622,0.004982482675081339,False,-0.004982482675081339
464,SELL,SELL,0.791,-0.0591304405732247,True,0.0591304405732247
468,HOLD,SELL,0.812,-0.030069680122585984,False,0.0
472,BUY,BUY,1.0,0.03115148861646222,True,0.03115148861646222
476,SELL,BUY,0.788,0.07238392459079046,False,-0.07238392459079046
480,HOLD,BUY,0.923,0.032153757320795125,False,0.0
484,BUY,HOLD,1.0,0.01865289943098279,False,0.01865289943098279
488,HOLD,HOLD,0.845,-0.00488616215028798,True,0.0
492,SELL,SELL,0.829,-0.04178203583750142,True,0.04178203583750142
496,SELL,HOLD,0.781,0.00016455542062011067,False,-0.00016455542062011067
500,BUY,HOLD,0.735,0.004912816429142673,False,0.004912816429142673
504,SELL,BUY,0.833,0.027505632105621628,False,-0.027505632105621628
508,SELL,HOLD,0.852,0.001379894962267976,False,-0.001379894962267976
512,BUY,HOLD,0.7,-0.004133980428037165,False,-0.004133980428037165
516,SELL,BUY,0.987,0.07305880623533995,False,-0.07305880623533995
520,SELL,HOLD,0.974,-0.011760396440611408,False,0.011760396440611408
524,SELL,SELL,0.683,-0.03826253092614183,True,0.03826253092614183
528,SELL,HOLD,1.0,0.0009682210426707063,False,-0.0009682210426707063
532,HOLD,HOLD,0.856,0.015050821565748714,True,0.0
536,SELL,SELL,0.627,-0.04710432092864045,True,0.04710432092864045
540,SELL,HOLD,0.775,0.006006764082398804,False,-0.006006764082398804
544,SELL,HOLD,0.66,-0.007582654797790417,False,0.007582654797790417
548,SELL,HOLD,1.0,0.007728115558667448,False,-0.007728115558667448
552,SELL,SELL,0.681,-0.054164468520400834,True,0.054164468520400834
556,SELL,HOLD,0.691,0.005995986804067494,False,-0.005995986804067494
560,SELL,HOLD,0.681,-0.003424692267903451,False,0.003424692267903451
564,SELL,SELL,1.0,-0.043259379876518074,True,0.043259379876518074
568,HOLD,HOLD,0.864,0.013761045002623833,True,0.0
572,HOLD,HOLD,0.927,0.01746010094120859,True,0.0
576,BUY,BUY,0.699,0.02612916421737971,True,0.02612916421737971
580,BUY,HOLD,0.941,0.0007068629355917639,False,0.0007068629355917639
584,BUY,HOLD,0.835,-0.004793899160732932,False,-0.004793899160732932
588,SELL,HOLD,0.858,0.006179338740114535,False,-0.006179338740114535
592,SELL,HOLD,0.798,0.019343536664460224,False,-0.019343536664460224
596,SELL,HOLD,0.613,-0.018773122031852576,False,0.018773122031852576
600,HOLD,HOLD,0.971,-0.01600374356574641,True,0.0
604,SELL,HOLD,0.968,-0.006420011413353655,False,0.006420011413353655
608,BUY,HOLD,1.0,0.007565760234118095,False,0.007565760234118095
612,HOLD,HOLD,0.968,0.003142018560303942,True,0.0
616,SELL,HOLD,1.0,0.002820988969730229,False,-0.002820988969730229
620,BUY,HOLD,0.744,-0.010574247407032602,False,-0.010574247407032602
624,HOLD,HOLD,0.984,-0.0008795254653303086,True,0.0
628,BUY,HOLD,0.678,0.004527743088964856,False,0.004527743088964856
632,SELL,BUY,0.688,0.033850867330822036,False,-0.033850867330822036
636,HOLD,SELL,0.873,-0.03655687885010266,False,0.0
640,HOLD,HOLD,0.99,0.015822784810126615,True,0.0
644,SELL,HOLD,0.954,-0.0027493554624557063,False,0.0027493554624557063
648,BUY,HOLD,0.762,0.00015484618051699652,False,0.00015484618051699652
652,SELL,HOLD,1.0,0.006240008077680347,False,-0.006240008077680347
656,BUY,HOLD,0.872,0.010984416444514363,False,0.010984416444514363
660,SELL,BUY,0.949,0.03344549102903848,False,-0.03344549102903848
664,SELL,HOLD,0.76,-0.008045152739449776,False,0.008045152739449776
668,SELL,HOLD,0.743,0.015772198716148947,False,-0.015772198716148947
672,SELL,HOLD,0.826,-0.004651517462254184,False,0.004651517462254184
676,BUY,HOLD,0.814,0.015178503026124321,False,0.015178503026124321
680,SELL,HOLD,0.751,0.014096287422137092,False,-0.014096287422137092
684,SELL,HOLD,0.727,-0.00047440389445280623,False,0.00047440389445280623
688,SELL,HOLD,0.639,-0.0010330161901247318,False,0.0010330161901247318
692,HOLD,SELL,0.981,-0.02402305418229687,False,0.0
696,SELL,HOLD,0.704,-0.009974927455073024,False,0.009974927455073024
700,BUY,HOLD,0.719,-0.006803726783929472,False,-0.006803726783929472
704,BUY,HOLD,0.95,-0.001245809549696446,False,-0.001245809549696446
708,BUY,HOLD,0.698,0.0018175868537602898,False,0.0018175868537602898
712,SELL,HOLD,0.811,0.004236575553342015,False,-0.004236575553342015
716,SELL,HOLD,0.905,0.015242076245805574,False,-0.015242076245805574
720,BUY,HOLD,0.705,-0.009744492553647129,False,-0.009744492553647129
724,SELL,HOLD,0.624,0.003882338243914592,False,-0.003882338243914592
728,BUY,BUY,0.702,0.06956077793200274,True,0.06956077793200274
732,SELL,HOLD,0.873,0.004615223974104702,False,-0.004615223974104702
736,BUY,HOLD,0.701,-0.005184978410771462,False,-0.005184978410771462
740,BUY,HOLD,0.739,-0.016343478728104217,False,-0.016343478728104217
744,BUY,HOLD,0.997,-0.005544411433565685,False,-0.005544411433565685
748,BUY,HOLD,0.933,0.007867095522041827,False,0.007867095522041827
752,HOLD,HOLD,0.844,0.004069373122759439,True,0.0
756,BUY,HOLD,0.786,0.00916722956672781,False,0.00916722956672781
760,SELL,SELL,0.847,-0.03664957448842994,True,0.03664957448842994
764,BUY,HOLD,0.981,-0.010930826232742162,False,-0.010930826232742162
768,SELL,SELL,1.0,-0.06026964220192127,True,0.06026964220192127
772,BUY,HOLD,0.936,-0.017850885536077138,False,-0.017850885536077138
776,BUY,BUY,1.0,0.023924566768603415,True,0.023924566768603415
780,SELL,HOLD,0.647,-0.0197351173587397,False,0.0197351173587397
784,BUY,HOLD,1.0,-0.004488919883274616,False,-0.004488919883274616
788,BUY,HOLD,1.0,0.007494865133234478,False,0.007494865133234478
792,BUY,HOLD,0.968,-0.0029668682831992103,False,-0.0029668682831992103
796,SELL,HOLD,0.907,-0.005548540419034938,False,0.005548540419034938
800,BUY,SELL,0.792,-0.029568959060983044,False,-0.029568959060983044
804,SELL,BUY,0.924,0.02541148076950063,False,-0.02541148076950063
808,SELL,HOLD,0.823,-0.0020868113522537254,False,0.0020868113522537254
812,BUY,BUY,0.723,0.03022262445920832,True,0.03022262445920832
816,BUY,HOLD,0.649,0.0038001051517712993,False,0.0038001051517712993
820,BUY,SELL,1.0,-0.028943181064774896,False,-0.028943181064774896
824,BUY,SELL,0.869,-0.06424082286151246,False,-0.06424082286151246
828,BUY,HOLD,0.932,0.00047061227021168926,False,0.00047061227021168926
832,HOLD,SELL,0.907,-0.037077012835472684,False,0.0
836,HOLD,SELL,0.87,-0.07394195522433267,False,0.0
840,SELL,SELL,0.691,-0.05116010893656005,True,0.05116010893656005
844,BUY,HOLD,0.606,-0.01638976878488148,False,-0.01638976878488148
848,BUY,BUY,0.867,0.02703827684110906,True,0.02703827684110906
852,BUY,SELL,0.677,-0.05919292841815164,False,-0.05919292841815164
856,BUY,BUY,0.766,0.022482405862294094,True,0.022482405862294094
860,BUY,SELL,0.792,-0.06424345635649226,False,-0.06424345635649226
864,BUY,SELL,0.955,-0.08589573459715641,False,-0.08589573459715641
868,SELL,HOLD,0.857,0.002032393869636488,False,-0.002032393869636488
872,BUY,BUY,0.695,0.07664486619616277,True,0.07664486619616277
876,BUY,HOLD,0.612,0.005036500209053214,False,0.005036500209053214
880,SELL,HOLD,0.777,0.019633814535525894,False,-0.019633814535525894
884,BUY,HOLD,0.909,-0.01505381386732943,False,-0.01505381386732943
888,BUY,HOLD,1.0,0.014802999642899724,False,0.014802999642899724
892,HOLD,SELL,0.936,-0.06011710942411821,False,0.0
896,BUY,HOLD,0.698,0.0031848882543517062,False,0.0031848882543517062
900,SELL,SELL,0.703,-0.028518254967431142,True,0.028518254967431142
904,HOLD,HOLD,0.868,0.018819021861618216,True,0.0
908,SELL,HOLD,0.785,-0.017832902635468738,False,0.017832902635468738
912,HOLD,BUY,0.835,0.05333879347853909,False,0.0
916,SELL,BUY,0.984,0.02032802818612559,False,-0.02032802818612559
920,SELL,HOLD,0.671,-0.01935625220282146,False,0.01935625220282146
924,HOLD,SELL,0.97,-0.056684507562143646,False,0.0
928,HOLD,HOLD,0.949,0.017464460954675846,True,0.0
932,SELL,HOLD,0.731,0.004832629102041826,False,-0.004832629102041826
936,SELL,HOLD,0.84,0.00626479327189407,False,-0.00626479327189407
940,SELL,HOLD,0.924,-0.008362777382966176,False,0.008362777382966176
944,SELL,HOLD,0.619,-0.004592642687352133,False,0.004592642687352133
948,SELL,HOLD,0.972,-0.01571238078820482,False,0.01571238078820482
952,BUY,HOLD,0.71,0.0013598854399538979,False,0.0013598854399538979
956,SELL,HOLD,0.799,0.007741849195979359,False,-0.007741849195979359
960,SELL,HOLD,0.65,0.014966590608617499,False,-0.014966590608617499
964,SELL,HOLD,0.911,-0.0038071768048884434,False,0.0038071768048884434
968,BUY,SELL,0.644,-0.05952705499853597,False,-0.05952705499853597
972,HOLD,HOLD,0.928,-0.0030490587104842724,True,0.0
976,HOLD,HOLD,0.829,-0.016390353167958074,True,0.0
980,HOLD,BUY,0.971,0.04345969618174359,False,0.0
984,HOLD,BUY,0.834,0.0865413873062838,False,0.0
988,SELL,HOLD,0.748,-0.006489305200135221,False,0.006489305200135221
992,SELL,HOLD,0.752,-0.0059630842802016635,False,0.0059630842802016635
996,SELL,SELL,0.728,-0.060765917502285716,True,0.060765917502285716
1000,BUY,SELL,0.76,-0.03008172401228461,False,-0.03008172401228461
